reviewId,userName,content,score
gp:AOqpTOGOWwmQKfFLKZBFaV-PtvFllUkDygPHMtkBTj5uouZW7dhosIuxdAYznm5iIe6z1tLezOTCsXL8Rl0J9Gg,Denysé Bridger,"Useless at this time. It won't even send the verification code, despite repeated attempts. Also won't recognize my address. I'm in Canada, perhaps that's part of the problem.",1
gp:AOqpTOGwvLJqXs0n_cSMTu7drZbOJfPpj0wp96QuArMAV0KoFtt45nQ8Ljarxw4ybfTdT4RhMnj0_fzdSyRh-SE,Evan Patterson,Since the Sep 16 update the app keeps stopping . Trying to open it also causes it to stop,1
gp:AOqpTOHfOpgFXxANcH9cOYuLvYZVPeFX8o9SsEavpcb3aEjprSmpLykQ4ucnYNPcXtsYo7NeRbWa8aQ7QGA0YUA,Wendy Diederich,"I received top-notch support from Bobby today to address issues I was having with the app. It's up and running now, and Bobby showed me that I needed to search by organization, which is the name of the county I live in. Once the organization is selected, push notifications will be sent to mine and my husband's cell phones. Works great on both Android and iPhone.",5
gp:AOqpTOGyh8ImrsrB31-ZUG4wsHRLcLT0qj0g9h_0fSXGFbu1FrMb09ZDqD9plUx86BfvsyDyvjHZKS-oQqzrN8U,Loretta Nault,"I have had this app for some time. It always crashes upon opening. I forced stopped it and cleared the cache. Still crashing. I uninstalled and reinstalled it and now I can't even enroll. Despite putting in my address, my zip code and my county, it tells me not found. So many folks depend on this, not only in Oregon (where the whole state is under siege from wildfires) but elsewhere. You need to fix this sooner rather than later. UPDATE: Just got off the phone with technical support and I am up",5
gp:AOqpTOEMLvfL-9CjUrAVxfowxSDL-tv4OcZzwlQ2jFOc-uJMsm0mnTaKo-RyBYixHVK4B9zobC6M9fUKVFZYGdQ,Susie Abbott,Didn't work for me. I tried repeatedly to tell it my location. It never gave me any feedback.,1
gp:AOqpTOEo6zvSy_hdWcaggV2HZl2TdkuFd8igYDIVC7lXg_ylGsap0_dfmu8qttk-Xb_tWf1Gs1qPx3E5LVf2UwY,Loren Jackrre,Doesn't work,1
gp:AOqpTOHrzb4gb9OOwy_JBD2FZR4zoqn3xeWb8xuNcOLRuvxtaswaN15BWKKmgLFxaPngYTaRm6vu0kZ2GrUYHrE,Affirmations world,Can not open app,1
gp:AOqpTOGM7zp94pm-e2ymQ9YVD6jQtCSSHF6G-3eSObkhZ0sADyVCBs7uTvUpS7sG2m4rB11i7zjThWclUM5mSQg,Tonya Gray,Uses too much battery. .My phone flagged it as a high battery usage app and my phone sent me a message asking did I want to put it to sleep or continue allowing it to drain the battery in the background.,1
gp:AOqpTOEenUDvZjimgJ9KsDqB-hvT4qOQ9dz6Wq0hr25yE1nFPqR3-Jmw0_wZVo4FhbGpCQ7OO-SlZVoSFi8C6Ow,Aaron Herrington,I downloaded this app for emergency alerts for the Slater fire. This app is useless doesn't lead or work.,1
gp:AOqpTOHKeBYaFRCbHW_vuyjd9G9eWADq3MSx-nEt85N3r4wh8OlwGCfxZldp2srtg8HFC38KbL5QaEHeZAFtMyA,Jordan Soler,"App won't download for I and my coworkers. I have emailed you on, and you don't get back to me. I get an email that your engineers will figure this out. You even told my college that user error about something else on something so small that other apps can do. This company has no accountability. You know on a app you can enter info and click next for answer another question. Then go back to it and changed that info, and finally submit it. Your app can't do that, so you blamed it on user error.",1
gp:AOqpTOGGwGXCfknrE3a7y6U5BZnqPaAf9ITwq7qJ4TmoK86TmVVDyh1WNPILzme1Ftx-YBldh63ezXoUqkvBV18,John Serge,Won't open and crashes after last update. Uninstalling until its fixed. Kills my battery without it working,1
gp:AOqpTOFY-mHZFlesNzgClJndq5y-94mM0VmTCmMOHU9hLxAGcO9rL8NU2Vd3NNR6SGvXWrS_J-lxYRrWbb8rvb8,Rebecca Davis,It never would load the map. No matter how much time you give it,1
gp:AOqpTOGnd83rC_NINiAhr6gLuocL8Au9heciO4eiBZGkJDmvl_ImtJ5bytWmKobtcucxvBk9Iu9Y_YfJ7A1jTMc,DR PATTON,Needs more details,1
gp:AOqpTOFrpHPNUFskfIFqkMNS3_YT_591vRSxuNKEsq70co2ZgzZuU9uRYG21SF6RUf8U0L-RFuarZ8tcbaBmDyE,Syrh Griffith,"Entire county on high alert, updates provided by county emergency services, ""We couldn't find any matches.""",1
gp:AOqpTOHMCprK4BKK49n2aC73gIV9CwDyL8vFVtZFQND6TpZcXxglMdyRZodHt6kXFsIFrRJ0NriWUMScFGOQvYE,Gina Mann,"I'm trying to monitor my area for wildfire alerts, but the app feed is literally blank. Every time I try to add something to my feed for additional monitoring, it asks me to sign up/sign in again. When I do, it gives me a message saying ""Account already exist."" Yeah, I'm aware. I want to monitor surrounding counties as well as my own. This app is useless, unhelpful and frustrating.",1
gp:AOqpTOGKwUhbt3t6zptuiEQtC535e1VqGY254CWH6jvauwgByKc-FW2V2l7unWfGW5egWZp1MAv-KFcmzUqTwR4,Spencer_ralph46,Signed me out wont let me sign back into it changed my account password and everything,1
gp:AOqpTOG4MTRRLJbpI1UCqYl_WwUORCcvsrHmU1Ok3mBVTBg7nSNpIqQfTuswV7K8D70HrZOHaHJ1crReajHcL1A,Brigade Brigade,App,1
gp:AOqpTOExmm7zS8obBZjfI_Wblt5hgqINs5of3BE-xHZT6h_7d8xoy8S9wOJw4K2Xys7hDgjGmfSxIrhxpisvycM,Beth Bambrick,"No alerts in areas showing on map, where known alerts have been issued. Cannot reset password, user name is not recognized, cant edit profile to add more locations.",1
gp:AOqpTOFY5KCPtx1wdT4pBOmac14NFum5NibCCFdmYf5vZnrMQNJNX5S0zzOL2BevGs9hZHvANlQr3s6k_zxfshk,Ken Mo,"im glad I have had other apps because this everbride Never has sent any notification! not only useless, but dangerous!",1
gp:AOqpTOHiPx9BoUF4jeOi76XrVtylb2qCSRsX_HAzBQ_Y36j7UMrcNKGZ95ZzPGkoW8RDagOART5f-JturWwDZwE,Flufficorn,Um... almost the entire state is on fire. Lots of people on social media are saying download this app to track emergency notices. I just made an account to follow my county for updates and when I went to my feed it was blank. I tried to add my county again but it wanted me to make an account again. Don't download this app if you stew looking for emergency notifications.,1
gp:AOqpTOF0GcFnCkGkadN1OGvwODEpiAK0yTb-qzItHVXS_n3eDITPbA19kQvi9ZwzK_xvhLvlQB5QMe3_9D3A2tM,Jordy Sanchez,"Good idea, if it works. Tried connecting to my counties notifications during an emergency but when i try logging in it just says ""account already exists"", of course it already exists, I'm trying to log in with it!",1
gp:AOqpTOG1CLPu_66M_ie0lYNII2mAlABHGo4OyMnN_tes7b6N1vfUM0DrG8VvdyUVx-XWhKhn5UlfjumODAtTDMs,Devin Manuel,"Service unavailable on signup, god forbid I need this service in an emergency...",1
gp:AOqpTOHu9vrLFoMvLU-eb9AT2soNijp1HU1hEIradOCY9mGNUHKUmJ3loK0iExsHQHuK8FWxX1_05IiNyhNpxH8,Chris Sobey,Wouldn't let me 'enroll without giving it my organization??? I don't have one.,1
gp:AOqpTOG_us7kBlUxkkRKmQDKZsr0-J3_bysCbmIxOfDctYRpDnCuAnIi58Ou7WJdAccQk195T4bejjIcgX8IfcU,Mike Meagher,Worked well a couple years ago during a wildfire but I haven't been able to open it lately because it crashes as soon as I try to start it. I forgot about that issue until this current round of fires we are dealing with. App and OS are up to date. I appear to receive email alerts but nothing from the app. Very disappointing because this is what public safety wants us to use.,1
gp:AOqpTOHR4OVPuSmXpYuuvAqSCLjZbx-rB_vkbwWaX3kKApPHqt4RLoZIdHcuTR2sk68JxKkX8EEaQdEE9C9M1AU,Sharon Destefano,Impossible to use,1
gp:AOqpTOEnNKnaBU49qB0kBR31fsYf71t2CSxO4Je-AxmuDf40xMkR5Rgiqom9LEmkrRhza7CNmuJS5b2OgMEn0kc,Jenniffer Petty,"This app is absolutely horrible. It found my subscription to the county alert system, but when I tried to link texts and notifications it will say that it linked with a text, but the app shows that it couldn't find the subscription. I downloaded it for wildfires near me, but I doubt it would send me anything. Don't rely on this app at all.",1
gp:AOqpTOFHp4fV4XzxAlK4881JWgtp0wXQbmgIW0DayW_oSG5qEqp52FfeiNKw-qM2K8qLIJHplSD6hFMUDZJ9L6A,Ruthy Ramsby,Totally user unfriendly. Could not access my user profile or customer service,1
gp:AOqpTOGLpppcCRRnogWo9VhyKWiVBD5VQsZ069GU1GRNib8gZLlw30n69iCyD1juqMHJ8w5aJk1_fwpwX7Xawmk,Sarah Alaniz,Isn't working in any capacity,1
gp:AOqpTOG3XSCZ7aUNQjB4drXGj8y0FrIcwQgwYJhvMe_0eWe_wLI1tA-akBiQs5lxkU4djawCOUlGSq0JfHvcc9I,melinda holberton,Dumb app! it is not user friendly couldn't figure out how to sign in or set up.,1
gp:AOqpTOGRUlaYwv6SUPIejXmvsbyiJiXfSUnjG55FFPqszBDcT_TpYDyG1NkWWuYCiECNC3-wv7qrp58S1WxukRs,Grant Clark,Absolutely useless!!! Zero stars.......,1
gp:AOqpTOEfFyARJUQboejqMJspq8uzUBnJ5BKwtD1pGJ-pSAmF5omi3ihVtTQhSwMtHbM7hUdw3yH46cOqTn-7KIM,Sindee Remenih,Terrible won't let me enter info,1
gp:AOqpTOH-oLUYijzP1BGUa9dQ_3nOJdabaCpH2Nf1xmCxMXX-jXgQH_eUwqo7SbX9Mc4N9riMYqx7jBGN_nSGqWU,Liz McCrary,"Half of the county I live in is currently under a Level 3 evacuation order to ""GO NOW!"" Everbridge app continues to close each time I try to open it. I updated it. Same thing. ""Oh, nevermind. My house just burned down."" More people will be signing up for alerts! Create a larger bandwidth, whatever needs to be done, or get your app off the Clackamas County, OR website as their ""go-to"" emergency app! It's rather worthless at this point!",1
gp:AOqpTOGptNNB-DACpqg7lNscp_O-ic_3HdR97SY5ZkLzvYMnbYqqoo873VPXlvxjN3avQGBCsdIhO3qsmInqMjg,Suzanne Webber,To hard to set up,1
gp:AOqpTOH1IBWYtehr7FnVof8EgF01UeUsEVg45daCMQjkdSyHKNL6hIhmeT6GYqEsewY6ntjIVy5vmEUgTbOHo-g,Christine Saling,I can't get information about a home I have in another location. In Oregon. There are fires all around my family members up there No evacuation order there in level two. But we don't have access to a roadway out. This app won't let me locate that information as I am not at that location. I'm in California and the property is in Shady Cove Oregon,1
gp:AOqpTOGVD-J5-CKhvjNuDwlXdkbZHExgPn2pbN74CNTMD32rIfbWIKGfS8pKYgy4L_aaZHvuvwb8z1T_Xv0kOYY,Alexandria Cummings,"App doesn't work. Every time I attempt to open it the app give an error of ""app keeps stopping"" and then closes out. I got the same problem after a fresh install as well.",1
gp:AOqpTOF3NcDtij5brqNh5oUWl_qUA7ZNt0SGnq5eJ9yn6HbQxJBoah2uG2nRwNhuF9q3lwC1P94SyCehd4s3M9g,Anne Bishop,Diffucult to register.,1
gp:AOqpTOGDHgKU8E7LkLZ1RkKoghyRD9PgCZN5X5FllL2DpoLehGqJOnpn1lfwPVuEMnmspPL6gfl30rNoz3XPJ5o,Megan Wilkins,Not acurate,1
gp:AOqpTOFF95gjmqpPgjimwdj7_-5LzGrrw7p_zhNEmi5K7qj6bPDqTUDQdudg1swezFeuu4xIyDNPwXStePLi4p4,William Bell,Crashes on open with Galaxy S10+ and Note S20 Ultra,1
gp:AOqpTOHl9qdnaSmYWnUe-QNHyWmkhO4U-2OmJJTSTaCzRInFmo8dTw9Kkmam3yRi3xzXhriKIZxNvX53ACPFvtY,Tim Surber,Says my zip code doesn't work even though our sheriff says to use this.,1
gp:AOqpTOHbtuRoG6dgD5qKG0vyc50JUN6vgYw4KEKGLCaJ24suQqRhMlRcmGyjNqI9CQ0hdVDh2woHaRHjHJDVd40,Patrick Bryan,"Very good device, make accessibility easy",3
gp:AOqpTOGmZvp8ZpT0H83epuPu_quHaXeOS-d9gtst4x94DBEtZT-SmTfigVu-BlrDEOUKF_BPLt-jhLlxFTAobeQ,A Google user,Smh,1
gp:AOqpTOEJD0L-X5rUoBuDP0Z6nG1jnAYWNftGaASkPr4EEpp6v61J19cRjj0_dK9Iz28u59HH9vZASEHngyzuZfw,Joseph Trivelli,Don't find your location .,1
gp:AOqpTOH01iy67qK60lmw8Nf5bvTwId2y-c2xu3rBc_TKokc65tccl3Vb5tA4fFArSA7UJ0kezuw3hWjGh2MH54Q,Devon Tomlin,It doesn't find my GPS when I'm in the house. It doesn't say I'm out of range or if I'm in range. It just gives me the yellow on my clock out time. It worked fine until the update today,5
gp:AOqpTOEnJP3PUGp59Nw8l-LGYBT62t76yWXLz-X_NLnSA-6BILhMfLaTYmixV4iUN4ZhNhAdtUAICX-oFsysVZY,Denise Purcell,Horrible app..reinstalled several times on my android phone...same problem. Cant answer question number 4 on the health checker app because the screen freezes and wont allow me to go further to choose an answer. Required to use this app for work for entrance onto a cuny campus but the app doesn't work!,1
gp:AOqpTOH_M0wkndy47EtLvBIX4KnauwjpWZRhqh0Rlg3sy-71mTRRmeNGuIFa6yhC39JzOqDJ0LeVI2AiViPAB2Y,सुरेन्द्र सिंह आलणोत,Just download,5
gp:AOqpTOGj4nLyKzbxhzgw-oEdF6qGV8MPNX5BM1DJTLyoVOKw4b8UCdrC6CQvNKC5vloF9nvSQ2Z_IEe5oyFqGKY,LaVerne Cordes,"Downloaded the app, as instructed by my institution and authenticated the log-in only to be given an ""invalid account"" notice.",1
gp:AOqpTOEO6zb99Jk7It-SqH_uEU0BSC26TobRen92RpIxVvs9E1iMXfJpY5HwsX1KNO82vrSSy-yDLLmDmFJyiL4,Alysses Mae Pimentel Monton,"Not easy to register. Takes a lot of time to download. If this wasn't a required app of the company I am working in, I won't waste time redownloading the app. So hassle and adds a lot of stress.",1
gp:AOqpTOGU4oDrQACoAPsgCvguPfuQWrdey8obph6kLAEjKvcUOQrPu0F86d_oxtlUksI0LUrbyQ9JQ2QbzGTdpQQ,Robert Russo,Reviews say it all. It doesn't work. Big fat wot. Waste of time.,1
gp:AOqpTOHZ3sDHv6S5ZiszAT8OxNIJlUynAfSllX1Bc8Q2pJtPUntwqkknbpvmJ3HAr3weNyZCkcnodrx06RrB0GM,J. Gomes,"I can't sign up because it won't let me paste my secure autogenerated password in the ""Verify"" box (and I'm not about to type the 64 characters). Please fix!",2
gp:AOqpTOG60hM_1uV9uDMe-kP4rs62-7AsCA4YDET1L1Q72soE5cqzAGivwyO5iQCZClLERDmifUFq-O69YBndlQ4,Stella Baker,Total BS. I'm in Sonoma county close to uncontained 🔥 fire and have received exactly ZERO warning from useless NIXLE. Burned out by Tubbs in the middle of the night. Do not trust this worthless app!!!,1
gp:AOqpTOHFitzv0iYp69PHAuZ3eew6i8ZFssiEi869Jot4b0Y75CKtNYGTZ4QdkEPyjKsAVDjvGA53e0gygvKG2tg,Jim Reece,Constant crashing. Totally useless app.,1
gp:AOqpTOFlAobKCZC_P_ybIlpXaDaLgDMVfpXLqPDcq7BrNZIxPcmXn3oMzuj3iZ_SuvKCRNDu7tUNFsT5sFVBq8o,Heather D,"My husband got public safety alerts, but I didn't even though our locations are the same. I can't see past activity from my police department",1
gp:AOqpTOFepcZjxnJGejbAcgegt0QIC-qwGuA5JYLzr_G5m6UHKGOCmjJC9RAEa0KZD-lAS7Om4m4fjSRZniiV4f0,Tracy Grover,"Tried to log in after verification code. Says I'm not signed up, but I am. Useless.",2
gp:AOqpTOGumzBk_fN68nSRyFJxD077G7iGLMVZE-M-CBad8FYChiyCA-lrrQyOIM-zoe2xn0M_OdpLBx_fm0zZgkU,Catherine Mills,"I installed, got some incomprehensible requests for info. Got asked about finding a subscription, but no info on why or what. Uninstalled, and good riddance.",1
gp:AOqpTOGxsZMiqhu-uHU76M0ZlZCFlvuAjCB8t9kq12xgrDI3D8Kvan-eetOgShIxQuBzxMfJm874sNjbu_8H-tE,Carol Robinette,Good app to have for Emg. in our city areas. Thanks teams,5
gp:AOqpTOESmYeM8IK7N7xQHjQGexX4EMRCL3Z-pKpCxEBDAdyqZwOJIpdgk2D7tu0GL7Nr9dHfYK2J-FILNrAKA-M,B T,Spyware,1
gp:AOqpTOHENQ_DUcstXbz05P7id57ZfBkh1u9758OjQEU31-gzcMBlpFwaXpU-pmJ6DPfBonSNjtGtEP7-KI3eLng,Wendy Benedict,I get the notices but I cannot scroll through a lengthy message.,3
gp:AOqpTOFG1a6Cky7zE3OU4aCZfJcYKwwOG4wcZ_XyL2bnFVk2qhTik4_CUwxjZUp4z7oi4Xngiu6pLy7G4G_M7QY,R Y,Being forced to download this app. Hate it.,1
gp:AOqpTOF17CDJKZ8zvuCW8NseW6OidZ5kKDfS0KVCPYQ21yH8ohIdOg2BJKWASylo_DjDk6xP2IhXuYdyCNQ2d1U,Annie Stratton,"Appreciate timely & accurate warnings. Very useful. Lots of control over kinds of notifications, locations, quiet times, etc. Early app was challenging to set up, but I find it easy now. App is great idea when you live in a place like VT.",5
gp:AOqpTOG014zZ99T_jm_ioZ26uzGrJCC13p9K1BGHG-M-Bq_fJGl8Yj4ZNvU5AlAFa9g15sShRbXrJqATxYc2Xjc,Joe Del Rocco,"Garbage. I was directed to download the app. I downloaded it without a problem. Opened it up, found my organization, logged in with my credentials, It got past login screen and sent me a notification to approve, which I did, And then it sent me to a dark screen that said ""Invalid Account."" I tried multiple ways of authentication, all resulted in the same :( What the hell is the point of this, If it recognizes a login through an official account but sends you to an invalid account page..",2
gp:AOqpTOEVlK6cL7GkbjEBtEoFpo49eB-xzVF7IaIV3o81wmggjH6EnQzFpe6fD5IcXnBcg2huBomiyNYAHzbOh6w,Art,"I have no idea what this, app does other than display a local map",1
gp:AOqpTOFT26ajL5RtQZWBsTOMbbCVHO-4nM25_oZR24NtaPTKvcB3zphIkYUwXFg90nRedRWrGvBUjgHZq4I3eA4,William Kim,"Doesn't recognize my credentials. I literally just signed up moments ago, so everything is correct",1
gp:AOqpTOEg2IuQjhDxpBMsWgCHvcE2KKaEiJ8m97Ot3q9Fts2gCrRJRAhkiUSszBWGmJyavMG_Iu8rEn1uA4odsvk,Ku Mag,only installed this because we were told to.,1
gp:AOqpTOE1WXtYLkmKuURhpMZHwNCS4vG7ZqpE1Gnvl74kSJ1tzfHd07yQAln2tLYhdc7h1WHeebeu3-l32WKY6Wc,Jatinder Jaswal,Thankyou,5
gp:AOqpTOHw8ET0bq9tO9yQYoEQ6vZ0gGGu3OfErzHSoWDkKo7RxCjdssCsvEUhSrd3kdCJAW9zscEppLB94jQJHaI,",Terri Carpenter",Cannot sign up,1
gp:AOqpTOGVwsn0BTHfl3PfmH3n7nsXz_Vp3EmvCEeg7oSeB3hwOYoB0i0KLuXXe9qNXkDEM-Snti10scQBNHF3tSo,Eliana Martin,The app never opens. Useless when it could be so helpful.,1
gp:AOqpTOERs5Zr3v78dYfhGHCTv5KATyLI7VzVcoO1Vtai6JGtHErucaT6EyglIpty49BYmYa9Qw4nN4xp2Y6p1KI,Forgotten Ink,"Stopped working completely some time ago, get no notifications or alerts anymore at all, been months, plenty of issues not be noticed since this app is garbage now.",1
gp:AOqpTOElJ0GmVjvpYo4lPp4LMMm4mOrtCdczKhLhd3Y7RIUn7j4m_DUINA2U0os8IP-SN9Tba11RG6Qa_dVJ988,Sumer Zook,IT NEVER WORKS,1
gp:AOqpTOFmy_EQPWRz9BXuTWC4Nj_J4BuKbncOUOHMZigKm-AmbCQBUeWB7z6jCO8zHx6a8o53mNA0h1gVF0gBjms,Michael Anderl,Works amazing!,5
gp:AOqpTOFdtobormi-QTPvCcFiSKvQ4LnC24JHFV67uCeOarOqh4pxW0PU6VnwsuDHTZb2y6sFaW0Wfue-NkqHIH4,Wayne Myers,"No emergency subscriptions in my state nor the surrounding states. So, useless.",2
gp:AOqpTOFh-aUalOW1U40D1i6aH-uyr2-ug5P5WOg84shdhBKR9cKVI-ZdNDik9674FVOLOc_hhItZ_juQR7sG2ps,Sandi Feeser,Trying to sign up and won't take my code it sends me,1
gp:AOqpTOF_pCim0THoVClcMeKS7hYGfVxFRbtifkjgPjmybOqJsg3PsnZzM1xLvHCNywmfby5m403Q3qKSGFg6Hnc,Gwendolyn Gibson,Keeps the public informed about police activity in the areas they live and work so that certain events are less intrusive in their lives.,5
gp:AOqpTOHOyMxA81M_x-pvMQdO09Nl4-OdN_Ra2_dEUpuzX2bAd3x8rOiel2Vq7xaNNXcq8EngBXXNtiSrnMEhDps,Anto Adhiatma,"Application always crash, can't be used",1
gp:AOqpTOEDmYK2IY1-S2Odli9vckITuglbBnRLlwLuLhezBnHgqFp1gjYjlHiTqkeCZivxr5wtxfkYj5-7i9qhbxk,Marappa Komaregowda,Good service,5
gp:AOqpTOF3VArntHvbzDmamx26od1eVZTPubxDnouPT6Fq83NQ9WGvgcQ3K4RwVaQ5VUFomzNmD3JW99w4ae_UR0c,Vincent Menezes,Good,5
gp:AOqpTOEZ_rRW3OJmZeOnSlD9sA670MuFnBZ3fsDjkI1gChMzcm2NyiOzbzgRdSmaI4NvbDsGi0DX54kfWS11YOs,V,So farso good,5
gp:AOqpTOGEyA9Df0dABYytq6qIxSajBNx_QIKitneWWFQJ49VOxTWUU5JdUEnSUs-ZIrX7LLcZvZAhWaUJJlDURKg,Elaine Kaler rash,Live to know when there is a problem with puplic transportation,4
gp:AOqpTOEA_xU1NcP7G09Tf02a6H0Ms4qLjtP37hIo_pM_UbBp2AjxQlfYi64afhoOZcbg8wQ699HhasyFylYmfN0,Pat Larson,Reliable,5
gp:AOqpTOHuob4slDO1XJOD-ERWemcjRV-zHlP9DjB0X2Q9VJlb3GZ5dNCXhiUlb15R8LKlxw80ZVtl2K-cFES2yi8,Monica Respass,Makes my updates from the state clear and concise,4
gp:AOqpTOHVwpgY-LVXCNxvTV3MqKMAX3HPLVf8wqQ0p184FS2E-Zz90_xpIBeRss_UUJ6ef7GXJtyMLvB_G9Wu8ps,Gin Kish,App won't open. I am required to use this system for work. I have updated the app today and it still will not open. I also get random messages on my phone stating the app has stopped working and needs to close when it isn't open. I can overlook the very un-user friendliness if the app but this is ridiculous.,1
gp:AOqpTOHG7JmGYoMnl9jNZ5RNS3Nk0JmLU-YiBj4UdH-Pet6VNHdKgDLZ3IDOowlYcWILX2uvqY2lhTmF-sMaOCU,Vicki Schwartz,My app always shows messages when I have read and deleted them. I cant tell what's new and have trouble scrolling through.,2
gp:AOqpTOHQcqYeF21edT3dFYN2VjXHhp7f866NoT_YBa-bMA35PeXpzvysbnMJQtGOZEvUAmxvP4EWf_CREATmcMQ,Edwin,Not very user friendly to set up and manage,2
gp:AOqpTOGmoXrmI5uO0tU1-GxoEDBN9qEkqOMpNAyTf907seh9L6YJ9OaH_HUgHL9333u-ihzC34gJi821WSbyzUI,Betsy Echevarria,Haven't used it much but it is available to get updates.,3
gp:AOqpTOETojKV5T0YLOIdrWKA5zxPo3RwTbU2eTbm6YES9IjQyhjVI-8P_qoASc323tQeHLo4Cc8x3Pc0va6VPjE,ASHOKA LAHA,Hjjki,5
gp:AOqpTOFzeoOD50tpHIIjO3jvziItYDnWv0qupGeh0DEW-1pykQmIG5nIf1L2ntDRh7QqObQBd1hzYTGMh1e4KCo,Mark Krueger,Alerts disappear before they can be rrad Difficult to sign up. Then early this morning my phone vibrated with an alert notification. However clicking on it caused the notification to go away and no details where kept in the notification area or the app. The feed shows blank as does the local map view,1
gp:AOqpTOGquOE-4GjNFFWCZBCkzqnhaWR3F0jSaj9DMXi3FdKarInyHxnmEUhRy4Efk3DiQQE8HGC32XGlaxb5SfM,Gail Hoffman,Can't believe they changed from an easy code red to something like this that I can't get to work,1
gp:AOqpTOFf3f7DS9rp6s4YW4FHta9I5cQ1DJ293lXm3FxzCIkzVkUZIvb8gMW0NVTmlmmeLLzkeT3i-XLmmmfCszY,Donna Mariquina,Very useful,5
gp:AOqpTOEWOC5vfj8XyACgcitGXtoWsaSAXId8iVGJEqRnXdBp45zUCW21hfqil3LmnEbd9XUYNf-EjCiqy2JNhuc,Ginny Clements,Couldn't even get it to download. It sucks.,1
gp:AOqpTOHlHEB50I7ooGdX6irMaKDn9GU91ZI58otqgUJVnKZN_8qjC5x_YzQ4N8LoOxqr6UXPtnqRvXOQtp7VjtM,Robin Bell,Been using this app for years,5
gp:AOqpTOE7b2pPEwd7xdOLWC5B5zPdfo7FlV97qGXftyniitH01QX0eF178zWYigboqlnNBIhBz1PRhbUAlRuuTyI,Steven Moulden,"Alerts not being pushed from Alert Lake. Signed up as required, mobile notifications aren't working not through Nixle. Will go back to just sms alerts as this app is useless.",1
gp:AOqpTOGVEl8QSBKl59KhnQP5UiSgte15bZDACIQlED0pAFtIvLkO-z7dSDie2kBt3i4ZO6BJYSlssNn-eCgYHZE,Jennifer Slusher,"There are still some things to work out. If you click on the weather attachments, you get a black screen with the letters in gray squares, like a ransom note someone cut out of a newspaper.",4
gp:AOqpTOHZgaP_Gexnj5uBWqXDHMcttIqkEL8ZtZQBE9PQuJG70LICoXr9OaogwqzWbCKWAw6UQmGehsJaQW7ttco,Nathan Matharu,Registered and then the app opened a bunch of menus and crashed Now when I open the login screen it crashes,1
gp:AOqpTOGdavDfJTjl1YAxmsqH7rJam5yP58K0kgNzpL52k53AO_wDN7dqIY6IqoXGc1BZ-6icC4B6zQZY0bRmUkU,jordan encarnacion,Always kept on reminding the office compliance and data privacy!!! I KNOW THAT THIS APP KEEPS ON SAYING OVER AND OVER AGAIN LIKE A BROKEN RECORD AND THIS APP IS USELESS FOR ME.,2
gp:AOqpTOEaBHXuLV5srJItFkkkC9SrHGDHy34MaHvuzwaKJQSy0uUhvrxr9Qg0yMSAodcy3dHY86DwKeKXXra052g,Pat Milone,Do not know if I am signed up or not. Never asked for phone numbers. ??😣??,1
gp:AOqpTOGBt56gzbLDghAjx8pok4FLkyBOzzNnbKekXw3UFFnDPMQexvCwjzgqE2K8rM1Nm5c0IL_VprkF2nJV6zs,Crystal Pasillas,Blank .. that's all on my screen! I can see anything. This is not an easy app to just look at. I see white screen everywhere I try to tap.,1
gp:AOqpTOHkyiNjTW09MSL3JuHG6MZfYBW9aREOauYRaSbGfZO5Dv0qOVHZqSvffyuTHyHj1u1Znl9II6vH0Wu5c38,Merlin Watt,"Useless. What a waste of effort to install this only to have a critical update about a local incident and read it on Facebook. An hour later, still no notification. Don't waste your time or give this app any personal information.",1
gp:AOqpTOHkmN8mbwbQMoPPdUqDAYsQ3bxdPU6ePmhgAdSQIhHf3EFpceRylaOt1d3D0pJm0P77x0Bl2jIQiP6LkUQ,Kunal Patil,Get easy notifications and updates,5
gp:AOqpTOGyYVu01LDtQWCFH9RPeorUbD8NN4Er7ufB2KaUvjsrMyZ9yn7CqFsydKAm5NItb9xUnSDEXQ9hf-NqdZo,Lori Knapp,Everything about Everbridge sucks. The worst app to use or rely on. All gov't should go to Swift 911. Works great on the receiver end.,1
gp:AOqpTOG0UJu4KZlXtl8dMuohBZoETrfjUjsciBrZV3hS-e-TolfjJ5EN0hqaDnjn4gGRNofI43VRgCy6qbvhT9k,Amy Binette,Verification code doesn't work. Tried twice.,1
gp:AOqpTOGGcsLH_vEMdI4XzZtdQNj3DsbNd8ipY05gh44I2ZvWHAASRTOke9Nmc4nmeQ-Rrb1P5_TYrg52BBDo3YY,Ray Kuryla,Everbridge has been instrumental in bringing me alerts for the San Francisco Department of Emergency Management!,5
gp:AOqpTOG4ANzcMvNgNHlVlujxiPWB0BSsjknijBvwIPodlP7jJlwlfR3wlMLHTRPx3HbeQjMgqD8DxIOEWxEq-ko,JJC,Horrible app. Login is sketchy and when you can get logged in the app frequently crashes when trying to open a message. iOS is hot garbage as well.,1
gp:AOqpTOGonSSq0gYnJdOjSequC_0UNy9uiaotnPApkwj-R5x2Ybw4m80XVfXt5oZC0vtXxT2YHd-nh2wv-mNU5No,Steven Griffith,"Just quit working, tried to log in, would not accept four digit code you sent.",1
